achunjia,阿春家
rendinghu,人定湖
renfangmen,人防门
renhaitingduo,人海挺多
renheyiyuan,仁和医院
renhezhen,仁和镇
renji,人济
renjishanzhuang,人济山庄
renjianwei,认监委
renjiaoshe,人教社
renjuduo,人巨多
renlaojia,人老家
renlaoxiansheng,人老先生
renlishebaoju,人力社保局
renlishuo,人力说
renlizongjian,人力总监
renminchubanshe,人民出版社
renmindahuitang,人民大会堂
renmindaxue,人民大学
renminribaoshe,人民日报社
renminsousuo,人民搜索
renminwenxue,人民文学
renminyoudianchubanshe,人民邮电出版社
renmingdaxue,人名大学
renmingdan,人名单
renmingzhang,人名章
renquandao,人全到
rendai,人贷
renwang,人网
renyouxi,人游戏
renshebu,人社部
renshier,人事儿
renshisi,人事司
renshizhang,人事章
renshoudasha,人寿大厦
renteduo,人特多
renteduoba,人特多吧
rentehao,人特好
renteshao,人特少
rentian,人天
renwendaxue,人文大学
renwue,任务额
renwuyali,人无压力
renyi,人艺
renyuaner,人缘儿
renyuanfei,人员费
renyuanfeiyong,人员费用
renzaibeijing,人在北京
renzaine,人在呢
renzhengzhongxin,认证中心
ribai,日百
ribaowang,日报网
ribendashiguan,日本大使馆
ribenshiguan,日本使馆
rican,日餐
richang,日昌
rigou,日购
riluodongdan,日落东单
rishang,日上
ritan,日坛
ritanbeilu,日坛北路
ritangongyuan,日坛公园
ritanguoji,日坛国际
ritanlu,日坛路
ritanzhongxue,日坛中学
riyi,日一
riyuetiandi,日月天地
rizikou,日子口
rongbaozhai,荣宝斋
rongchangdongjie,荣昌东街
rongde,融德
rongfeng,荣丰
ronghuazhonglu,荣华中路
rongjing,荣京
rongjingcheng,融景城
rongjingdongjie,荣京东街
rongjinglidu,荣京丽都
rongke,融科
rongkeganlancheng,融科橄榄城
rongkezixun,融科资讯
rongzhilian,荣之联
rongzifang,融资方
roubing,肉饼
roubingle,肉饼了
rouchaobing,肉炒饼
rouchongzi,肉虫子
roujin,肉筋
roujinqu,揉进去
roumosuandoujiao,肉末酸豆角
roupidong,肉皮冻
roushaobing,肉烧饼
rouwanle,揉完了
rufangbian,如方便
ruguozaibeijing,如果在北京
ruguozhaoji,如果着急
rujing,入京
rumeiwenti,如没问题
rumengzhi,如梦之
runin,如您
rupiao,入票
ruyili,如意里
ruyourenhewenti,如有任何问题
ruyouwenti,如有问题
ruyuan,如园
ruzhide,入职的
ruzhile,入职了
ruzhipiao,入支票
ruzi,入资
ruanjiansuo,软件所
ruanjianzhuzuoquan,软件著作权
ruankai,软开
ruanketi,软课题
ruantongdongli,软通动力
ruanwei,软微
ruanxing,软性
ruicheng,锐城
ruidouguoji,瑞都国际
ruifei,瑞飞
ruifuxiang,瑞蚨祥
ruihaijiayuan,瑞海家园
ruihaimu,瑞海姆
ruihaiyuan,瑞海园
ruiheguoji,瑞和国际
ruilijiangpan,瑞丽江畔
ruilinwan,瑞麟湾
ruishigongyu,瑞士公寓
ruisi,瑞思
ruiting,瑞廷
ruixiangli,瑞祥里
ruixuechuntang,瑞雪春堂
runfeng,润枫
runfengdeshang,润枫德尚
runfenglingshang,润枫领尚
runfengshuishang,润枫水尚
runjie,润杰
runqianqiu,润千秋
runqingyuan,润清园
runxishan,润西山
sahuaner,撒欢儿
sajiaoshualai,撒娇耍赖
sakaile,撒开了
sakesaisi,萨克塞斯
salibai,仨礼拜
saqima,萨其马
saren,仨人
saxiaoshi,仨小时
sayizheng,撒呓挣
sayue,仨月
sazier,仨字儿
saibaiwei,赛百味
saidi,赛迪
saidiwang,赛迪网
saihanba,塞罕坝
sailebao,赛乐堡
sailuocheng,赛洛城
saisheer,塞舌尔
saisite,赛斯特
saite,赛特
saiteaolai,赛特奥莱
sanbaonuan,三保暖
sanbengzi,三蹦子
sandexing,散德行
sandianxia,三点下
sanduan,散段
sanfanzhongxue,三帆中学
sanfengli,三丰里
sanfu,三夫
sanfuhuwai,三夫户外
sanhaohangzhanlou,三号航站楼
sanhenanli,三合南里
sanheshi,三河市
sanhezhuang,三合庄
sanhuanbian,三环边
sanhuanbianshang,三环边上
sanhuanxincheng,三环新城
sanjibao,三季报
sanjilianchuang,三级联创
sanjiadian,三家店
sanjianfang,三间房
sanjiaoshao,三角烧
sanjiefang,三街坊
sanju,三居
sanjushi,三居室
sankongjian,三空间
sankouzi,三口子
sanlihe,三里河
sanlihedonglu,三里河东路
sanlihelu,三里河路
sanlitun,三里屯
sanlitunba,三里屯吧
sanlitunde,三里屯的
sanlitunle,三里屯了
sanlitunne,三里屯呢
sanlianshenghuozhoukan,三联生活周刊
sanlianshudian,三联书店
sanlingliu,三零六
sanlingyi,三零一
sanluju,三路居
sanpintuan,散拼团
sanqibaihui,三旗百汇
sanqitang,三奇堂
sanqianli,三千里
sanshi,三食
sanshier,三十儿
sansihuan,三四环
sansunzi,三孙子
santasi,三塔寺
sanwaiyuan,三外援
sanwangronghe,三网融合
sanwei,散味
sanxiwulian,三习五练
sanyangcai,三样菜
sanyikouyu,三一口语
sanyili,三义里
sanyimiao,三义庙
sanyingmen,三营门
sanyuanan,三元庵
sanyuancun,三元村
sanyuandasha,三元大厦
sanyuandongqiao,三元东桥
sanyuanli,三源里
sanyuanmeiyuan,三元梅园
sanyuanniunai,三元牛奶
sanyuanqiao,三元桥
sanyuanqiaole,三元桥了
sanyuanxiqiao,三元西桥
sanzhandi,三站地
sanzhier,三只耳
sanzhongxiang,三中巷
sangbi,丧逼
sangde,桑德
sanggan,桑干
sangle,丧了
sangpu,桑普
sangziyaner,嗓子眼儿
saofen,骚粉
saolv,骚绿
saota,骚他
saoting,扫听
saowo,骚我
saozheta,臊着他
saoziying,骚子营
sende,森德
shabaoer,傻宝儿
shabeng,傻崩
shabibani,傻逼吧你
shabibei,傻逼呗
shabihe,傻逼呵
shabishide,傻逼是的
shabiside,傻逼似的
shacaoxing,傻操行
shachimenshui,傻吃闷睡
shadexing,傻德行
shadongxi,傻东西
shadoucheng,啥都成
shaerzi,傻儿子
shagemen,傻哥们
shaguoju,砂锅居
shahang,沙航
shahe,沙河
shahebeidaqiao,沙河北大桥
shahegaojiaoyuan,沙河高教园
shahele,沙河了
shahexiaoqu,沙河校区
shahezhan,沙河站
shahezhen,沙河镇
shahuqiu,沙狐球
shajinde,傻劲的
shajiner,傻劲儿
shale,傻乐
shaleshenme,傻乐什么
shamaoba,傻帽吧
shamaoer,傻帽儿
shaniuzi,傻妞子
shashenjing,杀神经
shashihoulaibeijing,啥时候来北京
shashu,杀熟
shasini,傻死你
shasong,傻怂
shatanjie,沙滩节
shateng,沙疼
shawo,沙窝
shawoqiao,沙窝桥
shayanglu,沙阳路
shayu,沙峪
shayutou,鲨鱼头
shazikou,沙子口
shazishide,傻子似的
shaziying,沙子营
shazouxing,傻揍性
shaichulai,筛出来
shaijianli,筛简历
shaixuanjianli,筛选简历
shanba,山吧
shanchenglameizi,山城辣妹子
shandianhu,闪电湖
shandongzhuang,山东庄
shangezhuang,善各庄
shanhu,扇呼
shanline,山里呢
shanshuijian,山水间
shanshuiwenyuan,山水文园
shanxidasha,山西大厦
shanximianguan,山西面馆
shanyiqude,善意取得
shanyuanjie,善缘街
shangao,上奥
shangaoshiji,上奥世纪
shangbaner,上班儿
shangbaoxian,上保险
shangbei,上北
shangbiaoju,商标局
shangbuquche,上不去车
shangceng,尚层
shangcizanmen,上次咱们
shangdaokafei,上岛咖啡
shangde,尚德
shangdejigou,尚德机构
shangdi,上地
shangdidian,上地店
shangdidongli,上地东里
shangdidonglu,上地东路
shangdihualian,上地华联
shangdihuandao,上地环岛
shangdihuandaonan,上地环岛南
shangdijiayuan,上地佳园
shangdile,上地了
shangdinankou,上地南口
shangdiqijie,上地七街
shangdiqiaodong,上地桥东
shangdisanjie,上地三街
shangdishijie,上地十街
shangditie,上地铁
shangditiela,上地铁啦
shangditiele,上地铁了
shangditielema,上地铁了吗
shangditieleme,上地铁了么
shangdiwujie,上地五街
shangdixilu,上地西路
shangdixinxilu,上地信息路
shangdiyiyuan,上地医院
shangdizhan,上地站
shangdizhihang,上地支行
shangdie,上叠
shangdu,尚都
shangduguoji,尚都国际
shangfengshui,尚峰水
shangfengyoujian,上封邮件
shangfu,商富
shanghaishalong,上海沙龙
shanghecun,上河村
shanghongye,赏红叶
shangjiaogui,上交规
shangjingdong,上京东
shangkan,上刊
shangke,尚客
shangkewaiban,上课外班
shangleditie,上了地铁
shangliantong,商联通
shanglinxi,上林溪
shangmaozhongxin,商贸中心
shangmo,上磨
shangnaoling,上闹铃
shangnaozhong,上闹钟
shangpaizi,上牌子
shangpinwang,尚品网
shangpinzhekou,上品折扣
shangpingwei,商评委
shangqian,商签
shangqingqiao,上清桥
shangcheng,上城
shangshebao,上社保
shangshihou,上市后
shangsihuan,上四环
shangsuishule,上岁数了
shangtianqiao,上天桥
shangtong,商通
shangtongka,商通卡
shangwei,商委
shangwubu,商务部
shangwufahuo,上午发货
shangwuhezuo,商务合作
shangwuhuan,上五环
shangwuhuiguan,商务会馆
shangwujian,商务间
shangwusong,上午送
shangwuwei,商务委
shangwuweiyuanhui,商务委员会
shangwuxian,上五险
shangwuyinshuguan,商务印书馆
shangwuyuan,商务园
shangwuzhuanyuan,商务专员
shangxianqian,上线前
shangyejihua,商业计划
shangyejiazhi,商业价值
shangyiban,上一版
shangyishu,尚艺墅
shangyixie,上一歇
shangyixiu,上一休
shangying,上营
shangyuancun,上园村
shangzhan,上站
shangzhizhai,上纸寨
shangzhuliangyong,商住两用
shangzhuang,上庄
shangzhuangshuiku,上庄水库
shangzhuangxiang,上庄乡
shangzhuangzhen,上庄镇
shaobingjiajidan,烧饼夹鸡蛋
shaobingjiarou,烧饼夹肉
shaodaishou,捎带手
shaoeryingyu,少儿英语
shaojineng,烧技能
shaojiayi,邵佳一
shaojianya,少见呀
shaowanxie,稍晚些
shaoyangrou,烧羊肉
shaoyaoju,芍药居
shaoyaojubeili,芍药居北里
shaoyaojule,芍药居了
shaoyuan,勺园
shebaodengjizheng,社保登记证
shebaogongjijin,社保公积金
shebaosuo,社保所
shedou,蛇豆
shegongwei,社工委
shehuibaozhangbu,社会保障部
shehuidaketang,社会大课堂
shehuilu,社会路
shehuimian,社会面
shejichang,射击场
shejiwendang,设计文档
shejizhou,设计周
shejiaomeiti,社交媒体
shekeyuan,社科院
sheli,社里
shelingdao,社领导
shequban,社区办
shequfuwuzhongxin,社区服务中心
shequgongzuozhe,社区工作者
shequwang,社区网
shequzhan,社区站
sheshuixian,涉水险
shetou,摄头
sheyingcheng,摄影城
sheyingqicaicheng,摄影器材城
sheyingxi,摄影系
shezhao,社招
shenbianer,身边儿
shenchayuan,审查员
shendu,审读
shener,身儿
shenfang,深访
shenfangyuan,什坊院
shenhetong,审合同
shenhezu,审核组
shenhuajituan,神华集团
shenjiaying,沈家营
shenjiao,审校
shenlongfeng,神龙丰
shenlu,神路
shenlujie,神路街
shenmedier,什么地儿
shenmedoucheng,什么都成
shenmehuoer,什么活儿
shenmeluzi,什么路子
shenmeshiera,什么事儿啊
shenmeshihouhuibeijing,什么时候回北京
shenmeshihoulaibeijing,什么时候来北京
shenmeshijianfangbian,什么时间方便
shenmetama,什么他妈
shenmete,什么特
shenmewanyiera,什么玩意儿啊
shenmewanyiya,什么玩意呀
shenmeyanger,什么样儿
shenmezenzhe,什么怎着
shenpiliu,审批流
shenshuizheng,深水证
shenshuo,申硕
shensi,申思
shentangyu,神堂峪
shenwumen,神武门
shenxianyucai,神仙与财
shenxie,审协
shenzhendasha,深圳大厦
shenzhouguolv,神舟国旅
shenzhoushuma,神州数码
shenzhoutaiyue,神州泰岳
shenzhouzuche,神州租车
shengbaiwei,盛百味
shengbuxiaqian,剩不下钱
shengchanhuanjing,生产环境
shengcundao,生存岛
shengdi,省地
shenger,声儿
shengfudasha,盛福大厦
shenggancao,生甘草
shenggou,盛购
shenggu,胜古
shenggujiayuan,胜古家园
shenggunanli,胜古南里
shenghongda,盛宏达
shenghua,盛华
shenghuajiaxiao,盛华驾校
shenghuangqi,生黄芪
shenghuobanjing,生活半径
shenghuoguangjiao,生活广角
shenghuopindao,生活频道
shenghuoreshui,生活热水
shengjiaozi,剩饺子
shenglianshan,圣莲山
shengmen,胜门
shengmifan,剩米饭
shengmingkejiyuan,生命科技园
shengmingkexueyuan,生命科学园
shengmingyuan,生命园
shengqier,圣琪儿
shengqishijian,升旗时间
shengquanshan,圣泉山
shengquansi,圣泉寺
shengshier,省事儿
shengshiyage,盛世雅歌
shengshiyipin,圣世一品
shengshui,省税
shengtong,盛通
shengwuduoyangxing,生物多样性
shengwuli,生物理
shengwulisuo,生物理所
shengwuyiyaojidi,生物医药基地
shengxi,圣熙
shengxibahao,圣熙八号
shengxin,圣馨
shengxindadi,圣馨大地
shengxuesuo,声学所
shengyang,圣阳
shengyufuwuzheng,生育服务证
shengyujintie,生育津贴
shengzhou,剩粥
shianjiayuan,世安家园
shiaoguojizhongxin,世奥国际中心
shibali,十八里
shibalidian,十八里店
shibalidiannanqiao,十八里店南桥
shibalidianxiang,十八里店乡
shibatan,十八潭
shibanfang,石板房
shibeida,是北大
shibeijing,是北京
shibeijingde,是北京的
shibeijingdema,是北京的吗
shibeijingma,是北京吗
shibeijingren,是北京人
shibeijingrenma,是北京人吗
shibi,事逼
shibiwuliu,事逼五六
shibiao,试表
shibuchang,时不常
shibuchangde,时不常的
shicao,石槽
shichahai,什刹海
shichangguilv,市场规律
shichangguimo,市场规模
shichangping,是昌平
shichangzongjian,市场总监
shichu,石处
shichuang,实创
shicongbeijing,是从北京
shicun,史村
shida,师达
shidaerfu,师大二附
shidafu,师大附
shidaifengfan,时代风帆
shidaiguoji,时代国际
shidaihuayu,时代华语
shidailonghe,时代龙和
shidaizhiguang,时代之光
shidaizhuangyuan,时代庄园
shidanlan,施丹兰
shidanshenma,是单身吗
shideba,似的吧
shideme,似的么
shiditie,是地铁
shidizheng,史地政
shidianer,是点儿
shidu,十渡
shiduozhan,十多站
shierbi,事儿逼
shierme,事儿么
shiertaiduo,事儿太多
shiertaiduole,事儿太多了
shifoying,石佛营
shifoyingdongli,石佛营东里
shigezhuang,史各庄
shigouyuande,是够远的
shiguzhuang,师姑庄
shiguan,使馆
shiguanjun,是冠军
shiguanqu,使馆区
shiguangsuo,时光锁
shihaidian,是海淀
shihaoxian,十号线
shihaoxianle,十号线了
shihaoyuan,十号院
shiheying,石河营
shihouer,时候儿
shihoulaibeijing,时候来北京
shihuabojun,世华泊郡
shihuadong,石花洞
shihuashuian,世华水岸
shihuayingke,石化盈科
shihuanyatou,使唤丫头
shihuo,食火
shijibei,世纪杯
shijicaifu,世纪财富
shijicaifuzhongxin,世纪财富中心
shijicun,世纪村
shijidongfangcheng,世纪东方城
shijigeku,世纪歌库
shijiguan,世纪馆
shijihaoxian,是几号线
shijihongsheng,世纪虹声
shijihulian,世纪互联
shijihualian,世纪华联
shijijinyuan,世纪金源
shijijuyuan,世纪剧院
shijikemao,世纪科贸
shijikemaodasha,世纪科贸大厦
shijikucun,实际库存
shijimingde,世纪明德
shijitan,世纪坛
shijitanyiyuan,世纪坛医院
shijitianle,世纪天乐
shijixingcheng,世纪星城
shijixueyuan,世纪学院
shijizhong,世纪钟
shijia,史家
shijiahutong,史家胡同
shijiaxiaoxue,史家小学
shijiaying,史家营
shijianchuo,时间戳
shijianfangbian,时间方便
shijianfuyu,时间富裕
shijiangouchangde,时间够长的
shijianguoji,时间国际
shijiantuan,实践团
shijie,十街
shijiecheng,世界城
shijiechengshi,世界城市
shijiecun,世界村
shijiegongyuan,世界公园
shijiehuahui,世界花卉
shijiehuahuidaguanyuan,世界花卉大观园
shijinchaofan,什锦炒饭
shijiner,是今儿
shijingdong,是京东
shijinglong,石京龙
shijingshan,石景山
shijingshande,石景山的
shijingshandian,石景山店
shijingshanle,石景山了
shijingshanlu,石景山路
shijingshanne,石景山呢
shijingshanqu,石景山区
shijingshanwanda,石景山万达
shijingshanyiyuan,石景山医院
shijingshanyouleyuan,石景山游乐园
shijuesheji,视觉设计
shijuezhongguo,视觉中国
shikewei,市科委
shikeyuan,石科院
shilao,师老
shilebaji,湿了吧唧
shilifang,食立方
shilihe,十里河
shilihele,十里河了
shiliheqiao,十里河桥
shiliju,十里居
shilipu,十里堡
shilipubei,十里堡北
shilinxia,石林峡
shiliuju,十六局
shiliuyuan,石榴园
shiliuzhuang,石榴庄
shilouzhen,石楼镇
shimaobaihuo,世贸百货
shimaotianjie,世贸天阶
shimaotiaojie,世贸调节
shimei,实美
shimenying,石门营
shimenyuan,石门苑
shiminzhuye,市民主页
shinazhan,是哪站
shiniya,是你丫
shining,史宁
shiningdasha,世宁大厦
shipinwangzhan,视频网站
shiqikongqiao,十七孔桥
shiqiang,实墙
shiquanmei,食全美
shisanhao,市三好
shisanhaoxian,十三号线
shisanli,十三里
shisanling,十三陵
shisanlingshuiku,十三陵水库
shisanlingzhen,十三陵镇
shishabime,是傻逼么
shishangdasha,时尚大厦
shishangjiankang,时尚健康
shishangjiequ,时尚街区
shishanglei,时尚类
shishangwang,时尚网
shishangxiansheng,时尚先生
shishen,实审
shibiao,试表
shishier,实事儿
shishijiesuan,实时结算
shile,时乐
shishili,实施例
shishilukuang,实时路况
shishume,是熟么
shishuang,石爽
shishunyi,是顺义
shisihaoxian,十四号线
shitaibo,史泰博
shiteme,是特么
shiti,食梯
shitingdoude,是挺逗的
shitingfande,是挺烦的
shitongzhou,是通州
shiwo,石窝
shiwojiemen,是我姐们
shiwuhaoxian,十五号线
shiwusuo,十五所
shiyanerxiao,实验二小
shiyanxueyuan,实验学院
shiyang,实洋
shiyi,时移
shiyihou,十一后
shiyiqijian,十一期间
shiyiqian,十一前
shiyixuexiao,十一学校
shiyiyihou,十一以后
shiyizhiqian,十一之前
shiyinpin,视音频
shiyoudayuan,石油大院
shiyoufuxiao,石油附小
shiyoufuzhong,石油附中
shiyouhuagongxueyuan,石油化工学院
shiyuyuan,时雨园
shiyuan,石园
shiyuanbeiqu,石园北区
shiyunhaoting,石韵浩庭
shizaibeijing,是在北京
shizaibeijingma,是在北京吗
shizaibucheng,实在不成
shizaimeizhe,实在没辙
shizenmezhe,是怎么着
shizhaoyang,是朝阳
shizheyisime,是这意思么
shizhengguanwei,市政管委
shizhengrong,市政容
shizhengrongwei,市政容委
shizhuafeng,石爪峰
shizicheng,狮子城
shizijiao,柿子椒
shizipo,十字坡
shiziying,狮子营
shizuniao,始祖鸟
shouai,手癌
shouan,首安
shoubajian,手把件
shouchao,手潮
shouche,首车
shoucheng,首城
shouchengguoji,首城国际
shouchuan,手串
shouchuangdasha,首创大厦
shoucichuzu,首次出租
shoudi,首地
shoudidaxiagu,首地大峡谷
shoudi,手递
shoudong,首东
shoudu,首都
shoudubowuguan,首都博物馆
shoududajiudian,首都大酒店
shoududianyingyuan,首都电影院
shouduguoji,首都国际
shouduguojijichang,首都国际机场
shouduhangkong,首都航空
shoudujichang,首都机场
shoudujingji,首都经济
shoudujingjimaoyi,首都经济贸易
shoudujingmao,首都经贸
shoudujingmaodaxue,首都经贸大学
shoudujuchang,首都剧场
shoudurenmin,首都人民
shoudushida,首都师大
shoudushifan,首都师范
shoudushifandaxue,首都师范大学
shoudutiyu,首都体育
shoudutiyuguan,首都体育馆
shoudutiyuxueyuan,首都体育学院
shoudutushuguan,首都图书馆
shouduyike,首都医科
shouduyikeda,首都医科大
shouduyikedaxue,首都医科大学
shouduzhichuang,首都之窗
shouer,首儿
shoufajituan,首发集团
shoufazhang,收发章
shoufeng,首丰
shoufufei,收付费
shoufujichang,首付机场
shoufushifan,首付师范
shoufushifandaxue,首付师范大学
shougang,首钢
shougangde,首钢的
shouganggongxueyuan,首钢工学院
shougangxiaoqu,首钢小区
shougangyiyuan,首钢医院
shouhang,首航
shouhangchaoshi,首航超市
shouhua,首华
shoujiren,手机人
shoujian,手检
shoujing,首经
shoujingmao,首经贸
shoukai,首开
shouke,首科
shoukehuayuan,首科花园
shoukuantai,收款台
shouleideming,受累的命
shoulule,收录了
shoumoche,首末车
shounong,首农
shoupakou,手帕口
shouqianzhang,手签章
shoushi,首师
shoushida,首师大
shoushidafuzhong,首师大附中
shoushifan,首师范
shoushifu,首师附
shoushizhe,受试者
shousifapiao,手撕发票
shouti,首体
shoutinanlu,首体南路
shoutong,受通
shoutu,首图
shouxiala,收下啦
shouyaoshi,收钥匙
shouyemian,首页面
shouyida,首医大
shouyiquan,收益权
shouyishangcheng,首邑上城
shouyixigu,首邑溪谷
shouyin,首印
shouzhongqunti,受众群体
shouzuzi,收租子
shouzuoyuyuan,首座御园
shuba,叔爸
shudao,竖道
shuer,叔儿
